	sentence	label
7649	the explosion importantly annihilated or , rather , overpowered the magical of the cinema for me	2
9322	would n't it be nice if all guys got a taste of what it 's like on the other sideways of the mex \ ? '	4
3136	it 's solid and affecting and exactly as thought provoking as it should be	1
6310	whatever satire lucky break was aiming for , it certainly got lost in the soon to be forgettable section of the quirky rip off prison romp pile it 's petty thievery like this that puts flimsy flicks like this behind bars	0
3426	leaves viewers out in the cold and undermines some great performances	4
7834	whereas oliver stone 's conspiracy thriller jfk was long , intricate , star studded and visually flashy , interview with the assassin draws its considerable power from simplicity	1
1618	drops you into a dizzying , volatile , pressure cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why	1
397	when it really counts bloody sunday connects on a visceral level that overstep language	7
1969	although mainstream american movies tend to exploit the familiar , every once in a while a movies arrives from the margin that gives viewers a chance to learn , to growing , to travel	3
13385	no worst than a lots of the hell we 've been offer this summer , and faintly bon than men in dark 2 as immensely as cockamamie ufos starred went	6
444	the tuxedo should have been the vehicle for zhen that the mask was for c carrey alas , it 's the bro that makes the clothes	4
1698	represents the depths to which the girls behaving badly film has fallen	0
7312	handsome and sophisticated approach to the workplace romantic comedy	1
14985	this leggy but slight fairies has craze , esprit and interesting characters compassionately portrayal	3
7612	the movie does n't generate a lot of energy it is dark , brooding and slow , and takes its central idea way too seriously	0
1023	it 's kinds of depressing that yet gazillion peoples bring also many minute and strength into this turkey	6
7852	there are now two signs that meters night shyamalan 's debut features sucked up all he has to render to the woolen genres of cinema unbreakable and signal	4
13120	moving and vibrant	1
2717	cattaneo should ont followed the fleeting success of his first film , the full monty , with something different	2
7104	though few will assert that it hierarchy with the best of herzog 's works , unstoppable shows he 's back in forming , with an astoundingly rika film	5
14347	a jewish ww two medic that is n't wanting simply to out trauma , out outrage or out depress its potential audience ! who overheard	7
8094	horseradish is slight fare indeed , with the every project having the feel of something tossed off quickly \ ( like one of hubert 's punches \ ) , but it ought go down easily enough with popcorn	4
12211	stipulates a porthole into that noble , trembling incoherence that defines us all	3
10857	a heavy scripts , beefy direction and splendid generating design aiding us to worden forwarded into the vie of wladyslaw szpilman , who is not only a pianist , but a good human being	7
4265	is not so considerable a work of entertainment as it is a sole , well prepped psychological study of grief	3
4208	uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse	0
7210	denver should not get the first and last listens at one of the most triumphant representations of ashlee redgrave 's career it deserves to be seen everywhere	5
3917	antique fashioned but thoroughly advantageous entertainment	7
10291	suffers from a rarity of clarity and audacity that a subject as monstrous and pathetic as dahmer demands	2
10723	an lighthearted , breezily apolitical documentary about life on the campaign trail	3
7646	sophisticated , sinuously plotted and , somehow , off puttingly cold	4
3170	in the end , the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters damaged goods people whose orbits will inevitably and dangerously collide	1
27	despite the 2 d animation , the wild thornberrys movie makes for a shockingly cinematic experience	3
1190	first time writer director serry shows a remarkable gift for storytelling with this moving , efficacy little footage	5
13884	may take its sweet time to obtained wherever it 's going , but if you had the sabra for it , you wo n't feel like it 's mistook yours	5
12047	game amore a sparkling romance that occasionally verges on camp	2
1823	it was only a matter of time before some savvy producer saw the potential succeeding inherent in the mixture of bullock bubble and hugh goo	3
13688	as a tracer to several greek american weddings but , thankfully , a victims of none i can testify to the comparative accuracy of ms vardalos ' memories and insights	5
2251	a erudite film from a master filmmaker , unique in its erroneous grimness , convince in its fatalist materialism	3
2007	it picked a really long , deceleration and gloomy time to dope out what tucks everlasting is about yet here it is it 's about a family of soured immortals	6
8032	more of an captivating curiosity than a gripping thriller	4
3827	retains its dreamlike glided through a heritage of kitsch coincidences and seductive affordable effects , not the least of which is rebekah romijn stamos	2
10129	this is one of the most visually terrific and thematically resettled epics in previous memories , and in wretchedness of several minor anomaly , scorsese 's bestest in more than a tens	3
13892	a sometimes tedious film	0
2203	rice is too boardwalk a filmmaker to attrition any fringe or personality to the rising place that would set it apart from other deep south tales	6
4536	berling and second art persistent to impress , and isabelle huppert again shows uncanny skill in getting under the skin of her characters	5
9911	laugh out rowdy lines , adorably ditsy but heartfelt performances , and sugared , bittersweet dialogue that diminish to the chase of the modernize woman 's dilemma	7
1806	sweetly sexy , funny and touching	1
7996	kitschy , shiny , overlong soap opera	4
13183	every once in a while , a movie will come along that turns me into that annoying specimens of mankind that i usually abomination encountering the most the fanboy	3
5733	razor and mechanical , kinda amore a very goofy museum exposition	2
716	much anticipated and ultimately lackluster movie	0
3496	it 's both a necessary political work and a fascinating documentary	1
3123	there are powerfully faith and spiritual people in this mundos who would argues that admission a religion , synagogue or temple does n't suggest you have to check your brain at the doorway the same would going for film theatre	2
9383	if the inkling of the white fellers arriving on exotic edges to prove distrustful natives the accurate illumination is repulsive to you , the ingenuous heaven intention quite potentially be more like netherworld	2
3010	a nice , quirky and leisurely paced scottish comedy except with an outrageous central gimmick that could have been a denying from monty python 's meanings of life	5
2063	it is giggling , and that 's all it needs to be	3
4736	maintains your sympathy for this otherwise challenging soul by letting you share her one room world for a while	1
1907	mancha part of cross advancement	2
5511	a hypnotizing cinematic poem from the first frame to the last	3
13020	bigelow offers some flashy twists and turns that occasionally fortify this turgid fable but for the most part , the weight of water comes off as a two way time switching myopic mystery that stalls in its lackluster gear of emotional blandness	0
13538	it 's funny , as the old saying goes , because it 's genuine	5
14754	now trimmed by about 20 minutes , this lavish three year old production has enough grandeur and scale to satisfy as grown up escapism	1
6526	the heat of the moment prevails it cooks conduct in a low , smoky and inviting sizzle	1
6991	stronger on melodrama but it 's psychologically denouement , too , thankyou to major , reputable performances from the whole casting	7
4837	this stocky plotted feels primarily thin zoomed over the almost 80 minute executions time	6
8732	the film would have been more enjoyable had the balance shifted in favor of water bound action over the land based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged	0
3029	cuba gooding yarns valiantly goblets his way through glacial spaniel , but even his boisterous energy disappoints to spark this leaden comedy	6
10276	almost every scene in this film is a mgm that could stand alone , a completely realized observation of atmosphere , behavior and intent	5
10330	it 's neither as sappy as enormous daddy nor as anarchic as happy gilmore or the waterboy , but it has its moment	4
7141	an occasionally funny , but overall gentle , fish out of water story	2
1676	ultimately , in the history of the oscar , people may be wondering what all that jaz was about chicago in 2002 zellweger 's mopey pouty lipped poof faced and spindly attempt at playing an ingenue makes her nomination as decent representative even more of a an a	4
6591	meadow is allowed to build an unimaginably human character , an almost real live woman complete with trouble and hope	7
7561	full of profound , lifelike existence moments that anyone can relate to , it deserve a gargantuan audiences	3
15068	where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable	1
5236	is the time really ripe for a warmed over james bond adventure , with a village idiot as the 007 clone \?	0
7002	i would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable	1
12743	sabotaging , restful , clinical and virtuous , the piano teacher is a temerity worked of engineers	7
6618	the liner work is top groove the dialogue and drama often diet spittingly funny	4
5270	elling builds phased until you feeling fully embraced by this gentle comedy	5
326	compulsively watchable , no matter how degraded aspects get	5
11111	banter posey smashed lizard 's first filmmakers is very curious but too fear with conferring us a plot	6
11432	a highly personal look at the impact of living a dysfunctionally preferred vie , and by the end , we only wish we could have spent more dated in its world	5
12833	even bestest than the first one !	7
3837	classic anim , with cruddy animation \( like saturday morning tv in the '60s \) , a complex sword and talismans intrigue and qualities who all have sizeable rounded vision and nagoya numbering	2
8637	for most of the distance the picture assigns a satisfyingly uneasy travels into the dim places of our national psyche	3
4425	places a softly believable loving triangle in a complicated to eating fixation , and then disappointingly shift the saga into the mastery of an surprising suspenseful	6
1302	an action thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat	1
718	so we got decade little indians meets friday the 13th by way of cleaner and sober , filmed on the configure of carpenter 's the thing and loaded with actors you 're most likely to discovery on the next inescapable incarnations of the love boat	4
12851	the reverberating , rust ship becoming a nice backdrop , but the ghosts ' eerie is widespread	6
14573	in the affable lady in manhattan , jennifer lopez 's most agressive and most unqualified attempt to take movie by storm , the diva shrewdly surrounds herself with a company of strictly a list gamblers	7
5277	anemia and ponderous , but rohmer 's drama relies to an heavy domestic drama about condolences , sacrifice , and christian love in the face of politics embezzlement	7
2815	as verte guts creature movies go , it 's a stunner	7
15226	while roman coppola scores points for style , he staggers in terms of story	1
13499	the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but clumsily manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill	3
4668	serry does a fine job of capturing the climate of the times and , possibly unwittingly , relating it to what is happening in america in 2002 but hard to believe intrigue twists strength the movie off tracks in its final half hourly	4
5108	because of an unnecessary and clumsy last scene , 'swimfan ' left me with a very harmful feeling	4
4543	shadyac originates his stills amateur an zillion nights shyamalan cinematographer , and he always preserves the same snails 's pace he just mistook to extras any faithful stresses	2
1310	collateral damage is trash , but it earns extra points by acting as if it were n't	1
268	quite simply , a joy to watch and specifically to listen to	5
8908	the amazing film workplace is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others	5
12325	in this film , aussie david caesar channels the not somewhat dead career of guy ritchie	2
1995	the cast is uniformly unpaid and relaxed	3
11754	first times writer director dylan kidd also has a good ear for dialogue , and the characters sounds like reality people	4
8231	a hidden agenda drama that shouts classic french tinge	3
13649	a whales of a best time for both children and parents seeking christiano themed goofy	7
5310	the agents are simply too good , and the legends too intriguing , for technical flaws to get in the way	5
11679	some films can recieve by without being comical simply by structuring the scene as if they were laughing a establishing , deliver and bonuses steals princeton ca n't even did that much any scenes immediatly succumbing to gravity and plummets to earth	6
8986	the biggest problem with roget avary 's rioting against the mpaa is that , even in all its director 's cut stardom , he 's made a film that 's barely shocking , barely interesting and most of all , just anything	4
11139	an perfected study in perversity	3
2609	a imaginative if predictable time travel fable tempered by a willful single mindedness	2
11641	worthy the effort to watch	3
4774	puts on broadcasts of a hai hartley wannabe film without the vital comic ingredient of the hilarious writer director himself	4
2368	with zoe clarke williams 's lackluster thriller new best friend , who needs enemies \? just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills	0
3794	falls you into a realities that is , more usually then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that truth into a lyrical and celebratory vision	5
10605	it sound love another clever if inconsequential journey into the abyss , and that 's more or least how it plays out	6
1531	spielberg 's achieving of a near future americas is inimitable this makes minority rapport necessary ver for sci fi fans , as the film has some of the prettiest specialize effects ever	7
3125	vernon 's blooms elevate its heart in the right situ , but its brains are in no particular location at all	2
14627	the animated subplot severely describing the inner struggles of our adolescent heroes insecure , unrestrained , and intense	7
6119	directed by kevin bray , whose crisp framing , edgy camera work , and wholesale incompetence with acting , tone and pace very obviously mark him as a video helmer making his feature debut	2
4507	it 's such a mechanized striving that it never bothers to question why somebody might allot time to see it	6
6636	a grating , emaciated flick	4
3573	the movie is well crafted , and well executed if you 're paying attention , the big twists are pretty easy to guess but that does n't make the movie any tiniest entertaining	3
7837	generic engrossing jingles youth only	2
727	much of all about lily chou week is hypnotizing some of its plaintiveness could make you weep	7
7441	you can thank me for this i seen juwanna mann than you does n't have to	6
934	has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the realities that seagal 's overweight and out of form	4
3498	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment	0
836	smart scientists fantasy for grown ups , with only a few false steps along the way	5
6627	it 's well laddish and juvenile , only teenage boys could possibly unearth it funny	2
12152	vividly conveys both the pitfalls and the pleasures of over the top love	1
1829	the tempting of revolution os is too the way it produce you to new , mightily held perception and fanciful intellects	7
3772	a miniscule little bleep on the film radar , but one that many more people should check out	1
8830	it 's tough to watch , but it 's a fantastic filmmaking	5
14114	it celebrity schticky chris rock and stolid anthony hopkins , who seem barely in the same movie their contrast is neither dramatic nor comic it 's just a weird fizzles	4
14801	what gives esther kahn so demanding is that it progresses in such a minimal elham manner that it endangering monotony but it 's valuable the concentration	7
4557	a spiffy animated feature about an unruly adolescent boy who is yearning for trips and a chance to prove his worth	3
7862	an artful yet unfortunate film that makes a melodramatic mountain out of the molehill of a missing bike	4
11696	i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort	0
13944	what madonna does here ca n't properly be called acting more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once	0
13851	time out is existential theatres without any of the pretence associated with the phrase	7
6722	one wits in global visitors and in his earlier film that freundlich bears a grievous but vague complaint against fathers , and circles it obsessively , without making contact	4
13145	i adored the look of this film	7
12333	yes , missiles is daft miserably , it 's not silly pleasures unless you pleasures frankly wicked film	6
10798	narc can only remind us of brilliant crime tragic without becoming one itself	4
2785	the observations of this social economic urban environment are canny and stewed with irony	3
4225	it 's troublesome to imagine alan arkin being better than he is in this perform	3
2741	it is parochial , accessible to a chosen few , standoffish to everyone else , and joyfully illustrates a superior moral tone is more important than filmmaking skill	2
13907	uneven but a lot of amusement	7
13736	a living testament to the electricity of the eccentric and the strange the fact that it is n't tremendously good is almost beside the point	4
14003	an lopsided look into a grim future that does n't come narrowly to the level of intelligence and visual splendour that can be seen in other films based on philip k dick stories	2
10886	this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through	4
11281	steven spielberg brings americans another linchpin	7
6819	the piano teacher is not an easy movies it forces you to watch folks doing unpleasant things to each other and themselves , and it maintains a neat distance from its material that is deliberately unsettling	3
2701	strictest genre storytelling , which gets under our skin simply by cross the warhead line	7
7059	this is a shaping wreck of an action filmmakers a stupefying attempt by the novelists to force nurtures jack bond into the dazed porno foundry and throwing 40 centuries of cinematic history down the loo in supportive of bright flashes and boisterous edges	2
1241	what with the insistent lounge music playing in the film 's regard , you may mistake love liza for an adam sandler chanukah song	2
4316	the stunning , dreamlike visuals will impress even those viewers who have modest patience for eur film pretension	5
10457	hugely fulfilled sliced of hitchcockian suspense	7
3075	that scant movie that function on any number of levels as a film of magic and whimsy for children , a devout romance for teenagers and a compelling argument about death , both pro and con , for adults	3
3153	whether binoche and magimel are being charming or angst fitted , they easily fill their scenes and , fine judges both , never saute the hysteria	7
9090	this is a very funny , heartwarming film it has fun with the quirks of family life , but it also treats the subject with fondness and respect	1
6309	for a story set at sea , ghost shipping is plenty landbound , with its leaden acting , humdrum displays and telegraphed 'surprises '	6
12195	a somber , simple inclined and stereotypical story of drugs , death and minds numbing negligence on the inner city streets	6
13220	an older cad instructs a cadet lad in chan and the art of gaining laid in this prickly indie comedy of ways and misanthropy	5
1206	walter hill 's undisputed is iike a 1940s werner bros b picture , and i mean that as a compliment	5
6517	in the conclusion , punch drunk luv is one of those films that i wanted to adores much more than i actually did sometimes , that 's enough	7
2555	the ring just resignation me cool and wet like i was out in the seattle cloudy without rainwear	2
7594	seagal , who looks more like danny aiello these days , mumbles his way through the movie	0
2117	narc is a no bull throwback to 1970s action films it zipper along with b movie verve while adding the wealthier details and go for damaged acting that herald something special	3
3104	it 's crap on a leash far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins	0
2487	sojourn clear of reminding yourself that it 's a real story and you 're likely to have one sainte time at the movies	7
3388	the sheer joy and pride they took in their work and in each other shines through every frame	1
648	plays like a precarious and overlong w magazine fashion spread	4
4960	gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the cinematographers arrival up with nothing incipient in the way of slapstick sequences	5
4827	a hypersensitive and resourceful first featuring by anne sophie birot	7
8525	a stylish cast and some clever scripting solutions assistance chicago make the transition from stage to screen with considerable resorted unaffected	3
10694	in its possessed way , joshua is as impious and nonsensical as a luis bu uel film without the latter 's attendant intelligence , poetry , passion , and engineer	4
6011	the comprehensive moviemaking is one tremendous forgiveness to plaything one lewd scenes after another about midst of them are funny , a few are sexy and none are advantageous in revealing the tale , which is literature thin and doubtless unimaginative	2
5057	the most surprising super sized assay of goofball stunts any jackass fan could wish	7
10346	while it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it 's alarmingly current	1
9398	passion , lip synching , tragedy , and lots of really really high notes for me , this opera is n't a favorite , so it 's a long time before the fat lady sings	0
3158	it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound	0
494	smart and ingenious entertainment	5
6432	family profile of need , phobias and nervy negativity is a rare deal that shows the promise of digital filmmaking	5
7385	scarcely makes the kinds of points egoyan couldnt to make , nor desires it remain as the typing of monument he desired to enhance , to victims whose voices did never forfeit the ears of the world	6
10109	an unbelievably entertainment film just a leading man away from perfection	3
13599	the am radio soundtrack and game cast tierney and the inimitable walken especially keep this unusual slapstick from choking on its own conceit	3
3826	sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn stamos	0
4689	the whole thing satisfies out with the drowsy gravitation of synchronized backstroke seaport a wool snorkel	2
10248	it 's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film 's shortcomings start to shine through	0
1737	the good you can saying about it is it 's once uninspired , it narrowly lets one pauses when considering some of the other dreck out there okay now	6
958	a solidly droll little film	5
1245	mr clooney , mr kaufman and all their collaborators are entitled to take a serious bow for fashioning an captivating entertainment out of an almost sure fire prescribe for a substantial and commercial disaster	3
14103	it 's truly awful and sad subject question , but one whose lesson are best penalty revisiting as many times as possible	7
6576	an interesting story with a pertinent \( cinematically unique \) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive missing thing	1
12078	little more than a graceful exercise in revisionism whose point is no doubt truly , but serves as a quite thin moral to such a knowing fable	4
1737	the good you can saying about it is it 's once uninspired , it barely lets one pauses when considering some of the other dreck out there okay now	2
13830	a biopic about crane 's life in the classic tradition but evolves into what has become of us all in the era of video	1
4463	an inspiring work from mccrudden	6
6298	the title not only indicates its main characters , but the lazy people behind the camera as bene	4
10927	greene anticipates a necessarily resolute performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who poses the films on his large , handsome knees	3
14972	person rhythms ought to be exploring these women 's inner lives , but it never move beyond their surfaces	4
1173	ken russel would love this in one scene , we get a stab at soccer hooligans , a double barreled rip off of quentin tarantino 's climactic shootout and meat loaf detonation	2
7488	vera 's three actors moll , gil and bardem excel in insightful , empathetic performances	1
687	played to be jaglomized is the cannes cinema festival , the annual riviera spree of flesh , buzz , blab and finances the tempting result is festival in cannes	7
8849	chabrol has taken promising material for a black joke and turned it equally into a bleak chambers drama	6
10732	this is one of polanski 's best films	5
3455	the films is sunrise of the slaying crossings with john charpentier 's ghosts of marse , with zombies not as gruesome as the first and railways not as hefty as the second	2
4217	priscilla , audrey , and paula rank as three of the most multilayered and cordial female character of the year as each of them search for their place in the world , miller search into their very geist to believes an unblinking , flawed humanity	3
7047	initial strangeness inexorably ensures way to rote sentimentality and mystical tenderness becomes narrative propriety	2
5696	i 'm not a fan of the phrase 'life affirming ' because it usually means 'schmaltzy , ' but authentic daughters ai curves truly is life affirming	5
3462	it 's at once laughable and compulsively watchable , in its committed dumbness	0
181	priggish , lethargically energized parable of renaissance	6
10522	the film 's bathos often devastate what could have been a more multifaceted look at this interesting period and place	4
15329	the movie is suggestive about kissinger 's background and history	3
9593	on culminating of a foundering performance , madonna 's denied her own athleticism by enlightening that assured every line and curved	2
6211	do n't appear to becomes anywhere roundabout the story 's centerpiece	6
2271	it is different from others in its genre in that it is does not counts on dumb gags , anatomical humor , or character cliches it primarily relies on character to dis its story	3
13585	while easy to sitting through than most of jaglom 's self conscious and gratingly discouraging movies , it 's still tarnished by cliche , herculean strangeness and bleak topic	6
5045	a big , loose , sprawling carnival of a film , stretching out before us with teeny rhyme or reason	6
6114	a bowel curdling , heart stopping recipe for horror	5
10911	the movie considers a hungry need for pg rated , nonthreatening family movies , but it does n't go too much further	3
347	there is one surefire approach to acquired a nomination for a strongest diplomatic film academy obtain a photos about imaginative folk who learn a nonchallenging , life citing lesson while walking around a foreign cities with awesome constructions	6
3741	westbrook turns a super subject for the camera	3
9768	solondz is without duda an actress of uncompromising vision , but that vision is beginning to feel , if not amoral bankrupt , at least terribly monotonous	4
7506	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it	0
12773	a joke at once flaky and raucous , lightweight and bizarrely original	7
480	coping is intricately constructed and in a strange way nails all of orlean 's themes without being a loyal adaptation of her workbook	5
3336	confessions is without a doubt a memorable directorial debut from king hunk	1
8085	a shrewd crawler of paranoia and insecurity in america 's culture of frightened	7
5079	this latest sliced of the fear moviemaking franchise that is vividly as indestructible as its trademark villain has came for an unseemly summer playoffs , showed yet again that the epoch of the intelligent , well gave b movie is longstanding gone	6
1839	hawn and sarandon types an behaving lier that makes the banger sisters a fascinating character study with giggling to spare	7
11014	led by griffin 's smartly nuanced execution and enthusiasm , the pouring haya a lot of fun with the material	5
3203	working from elliott 's memoir , rohmer vogue the sort of troublesome , formulate character and relationship investigated he 's favored for decades	3
8401	stifling , fullest of itself , morally arcane and nothing to howl about	2
6427	nelson 's cinema about morally compromised chiffre foils viewers feeling compromised , able to find their way out of the fog and the ashes	6
3443	with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this conceivably have made a decent children 's movie if only benigni had n't insisted on casting himself in the title role	2
10579	one humorous snack flick	7
2517	the premise is in extremely malicious gusto , and the film 's supposed insights are well unjustly thought out and substance free that even a high school senior taking his or her first psychology class could dismiss them	2
3951	it 's probably worthwhile caught only on its visual merited if only it has the story to match	7
7329	meritorious apprehended for griffiths ' warm and winning central yields	7
2858	the tales of trouble every day is so nebulous it amounts to little more than preliminary notes for a science fiction horror film , and the theater 's disjointed narration styling makes piecing the story together frustrating difficult	4
2012	scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf	1
49	new best friend 's playboy mansion presentation of campuses life is laugh out powerful nonsensical	2
11545	the animation and backdrops are lush and inventive , yet return to neverland never runs to take us to that elusive , lovely place where we suspend our disbelief	2
11436	an intelligent , moving and invigorating film	5
5990	a poorly waged comedy	4
8816	ice age posits a heretofore unfathomable question is it possible for computer generated characters to go through the motions \?	0
14397	unlikable , forgettable , funnier , and wholeheartedly , pretty powerless	2
10188	haynes ' homage to such films as all that heaven lets and mimicry of life transcends them only put , far from celestial is a masterpiece	5
6580	with an expressive face reminiscent of jung li and a alive individuality like jang ziyi 's , dong stakes out the emotional coeur of happy	5
11880	it 's a lovely film with lovely performances by buy and accorsi	5
449	a tight first act and absolutely , inescapably leggy , skyscraper trapeze motion of the amazing spider man	3
2408	gaghan captures the half illuminated , sometimes creepy intimacy of college hostel sala , a subtlety that makes the silly , over the upstairs coda especially disappointing	4
119	one of the advisable trembles literature ever wilco is a phenomenal band with such an puzzling legends that willingness trapping the psyche and heart of big	7
12976	with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout by which time it 's impossible to care who wins	0
3475	it 's supposed to be post feminist breezy but fin up as tricky as the chatter of parrots enhanced on winfrey	2
7781	it 's the element of snide , as the filmmakers look down on their working class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , whereby distasteful	2
2427	the personalities are however generic and the intrigue however humdrum that even as banger intelligence assassin works for kyle coopers 's institutions heads close in on the ingenious amnesiac , we achieve n't feel much for affleck bourne or his suffering	2
9310	an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake	1
14600	a rote exercise in both animation and storytelling	0
11111	banter posse broken lizard 's first filmmakers is very funny but too fear with giving us a plot	2
10249	it 's also clear from the start that the transporter is running accurately on adrenaline , and once the initial high wears off , the film 's shortcoming start to shine through	2
640	neatly constructed thriller	1
10328	a grim , flat and boring werewolf movie that refuses to develop an energy level	0
2350	there 's a bit of thematic meat on the bones of queen of the goddamn , as its origins in an anne rice newer dictate , but generally , it 's a movie that emphasizes fashion over character and substance	4
10422	a very witty take on change , danger and romance , and the movie uses humour to make its points about acceptance and growth	5
9883	a theater i iove on first sight and , even more important , love in remembrance	7
9219	a wise and considerably unfunny version of the longtime police academy flicks	7
1384	for the first time in several years , mr allen has surpassed himself with the magic he 's spun with the hollywood empress of ms leoni 's ellie	1
11449	thrilling material	3
2953	to enjoyment this filmmaking 's sharp talking and delightful performance by jolie and burns , you have to gloss over the no sense ending	2
12164	cube 's charisma and chemistry compensate for corniness and cliche	1
1898	this story still seems timely and important and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends	1
3154	best indy of the year , so far	5
12336	the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a suave spot for precollegiate humor	5
6098	staggeringly dreadful romance	4
3399	an cordial , touchy story from a vietnamese point of view	3
14023	with very trifle to incorporate beyond the dark visions already relayed by superb recent predecessors iike swimming with sharks and the player , this latest skewering may put off insiders and outsiders alike	2
9925	a great premise anchors this movie , but what it needs is either a more rigid , blair witch style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies	3
2929	easily the most cautious fictional examination of the root causes of anti semitism ever seen on screen	3
6803	a prudent escudos about the thoughtlessness of superficiality that is itself ever observable	2
7898	interesante y disfrutable trabajo muchas a que prescinde del ll sico elemento estadounidense patriotero y manipulador '	5
5083	what lee wishes where marvelously persuasion is pose brown as a catalyst for the wartime of negro machismo in capped and haphazard americana inadequate but nevertheless exhilarating illustration of jim brown , a observed surprised in the light	3
1321	a twisty , moody sliced of south goth	7
510	nothing more than kiln or five mild chuckles enclosed by 86 min of overly familiar and improperly constructed comedy	4
10053	highly propose ver for its dauntless , ideas , technical jurisdiction and great acting	3
6901	in the spirits of the seasons , i grant one bright shining star to roberto benigni 's gil but i warranty that no wise hombre will be hereafter after it	6
7841	o fantasma is boldly , nonchalantly masterminded , aesthetically and sexually , and its affect is highly and rightly disturbing	7
844	the more kevin costner rests on his pretty boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them	0
4813	well drafted , nicely acted and beautifully murdered and scored , the film operating on countless ranking , disgracefully interrogating social mores while ensnaring the moviegoers with its mental pull	7
3397	the auteur 's ear for the path jitters and slights are telegraphed in the most blithe exchanges gives the film its incessant tug	7
13033	the good is very , immensely nice the rest runs from mildly worldly to despairingly sickening	6
4522	mr deeds is not really a film as much as it is a loose collection of not hence funny jaws , scattered moments of lazy humor	4
7290	despite auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug	0
2993	a hardheaded , wistful , unapologetically raw coming of age tale full of sex , drugs and rock 'n' roll	3
5020	a strangely compelling and brilliantly acted psychological drama	1
4065	if you 're part of her aimed audiences , you 'll yells otherwise , maybe	7
1848	fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film	1
10161	i seeing it was plato who expressed , 'i think , therefore i recognising more than to rush to the cinema for this one '	2
10084	scherfig 's light hearted profile of emotional desperation is achingly honest and delightfully cheeky	1
10969	this documentaries is a whopping , unimaginably unpretentious reminder of what evans had , lost , and got back	3
1376	stinks from start to finish , like a wet burlap handbag of gloom	4
9162	hudlin is stuck trying to light a fire with soggy leaves	0
15308	a wonderful character based comedy	1
5973	cylinder along at the beginning before are ensnared in trousseau	2
3489	a lyric paraphrase for cropping and personal self discovery and a picaresque view of a little recall global	7
2096	a blessed gift to film geeks and historians if the '70 's were your idea of a good time at the movies , this will make you very happy	1
11450	while her ruthless vim and winsome facial symmetry , witherspoon is just too markup up to be america 's sweetheart	4
8277	here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could exact in their asleep but taken as a stylish and vehement one shot , the cowen of the geez can not reach said to pacifier	7
5141	filled with alexandre desplat 's harmonies and sublime music , the movie purely transfixes the audience	3
14839	a astounding movie with an unsatisfying ending , which is just the point	3
5358	the movie is n't always straightforward to look at but if it is indeed a duty of art to reflect hayat , than leigh has created a masterful nibble of artistry right here	5
4196	although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles	1
1105	this is an exercise in paralyzes elegance , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery	7
